1_4r3,5/10/1999,35
1_5r1,9/10/2000,390
1_5r2,7/27/2001,630
1_5r4,2/10/2003,984
1_5r5,3/25/2004,1437
1_6r1,11/29/2004,1799
1_6r6,7/30/2007,2141
1_7r2,3/22/2009,2495
1_7r3,5/9/2011,2717
1_7r4,6/18/2012,3238
