3.0.1,2010-02-24,926653
3.0.2,2010-07-17,964856
3.0.3,2010-12-01,1040815
3.1,2011-03-30,1086710
3.2,2011-06-03,1130861
3.3,2011-06-30,1141336
3.4,2011-09-09,1166928
3.5,2011-11-25,1206017
0.0.0,2011-12-22,1222234
