0	1	1	1	0	-2.0403e-06	0
0	6	6	3	0	-0.0011522	0
0	1	1	1	0	-9.5409e-05	0
1	0	1	1	0	-0.00015645	0
0	0	0	0	0	0	0
1	0	1	1	0	0	0
0	2	2	2	0	-0.00070731	0
1	1	2	2	1	-1.7402e-05	0
0	0	0	0	0	0	0
1	4	5	1.4	0	-0.001138	0
1	0	1	1	0	0	0
0	1	1	1	0	0	0
1	3	4	3.5	3	-1.596e-05	0
0	2	2	1	0	-2.1198e-06	0
0	2	2	2	0	-0.00058017	0
2	0	2	1	0	-2.1198e-06	0
0	1	1	1	0	0	0
1	0	1	1	0	-0.00013509	0
0	1	1	1	0	-0.00057208	0
0	0	0	0	0	0	0
6	1	7	5.8571	15	-0.0054592	0
2	1	3	1.6667	0.75	-0.00080181	0
0	4	4	2.5	0	-0.00039719	0
3	4	7	4	8.75	-0.00098218	0
2	1	3	1.6667	0.75	-0.00080181	0
2	2	4	1.6667	0.75	-0.00080181	0
0	1	1	1	0	-0.00011516	0
2	1	3	3	2	-1.7656e-05	0
0	0	0	0	0	0	0
0	2	2	2	0	-2.0989e-06	0
0	0	0	0	0	0	0
0	2	2	2	0	-2.1044e-06	0
1	0	1	1	0	-2.4609e-07	0
2	0	2	2	0	-1.9014e-06	0
0	2	2	2	0	-2.5729e-07	0
0	0	0	0	0	0	0
0	1	1	1	0	-3.4356e-08	0
0	2	2	2	0	-0.00070731	0
0	4	4	3.5	0	-0.0013344	0
0	2	2	1	0	-0.0054513	0
0	0	0	0	0	0	0
1	1	2	2	1	-0.0049686	0
1	1	2	1	0	-0.00079653	0
1	1	2	1	0	-0.0054513	0
0	0	0	0	0	0	0
0	3	3	1.6667	0	-0.0013632	0
0	0	0	0	0	0	0
0	1	1	1	0	-0.0048122	0
0	1	1	1	0	-0.0048122	0
1	0	1	1	0	0	0
0	1	1	1	0	0	0
0	1	1	1	0	-0.0048122	0
0	1	1	1	0	-0.0048122	0
0	1	1	1	0	-0.0048122	0
0	1	1	1	0	-0.0048122	0
0	1	1	1	0	0	0
1	1	2	2	1.5	-0.00044934	0
1	1	2	2	1.5	-0.00044934	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
2	1	3	3	6	-0.0037271	0
0	2	2	2	0	-0.00010537	0
0	0	0	0	0	0	0
