0	1	1	1	0	2.3717e-17	0
0	7	7	4.1429	0	1.9277e-17	0
0	1	1	1	0	-4.3855e-17	0
1	0	1	1	0	3.1554e-17	0
0	0	0	0	0	0	0
1	0	1	1	0	0	0
0	4	4	4	0	-4.3371e-19	0
1	2	3	3	11	-2.4173e-17	0
0	0	0	0	0	0	0
2	5	7	2.7143	0	5.1083e-17	0
2	1	3	2.3333	6	-6.9897e-17	0
0	1	1	1	0	8.0126e-17	0
1	7	8	6.75	15	-5.1909e-17	0
0	2	2	1	0	1.0184e-18	0
0	2	2	2	0	1.272e-17	0
2	0	2	1	0	1.0559e-17	0
0	1	1	1	0	0	0
1	0	1	1	0	-4.1463e-17	0
0	1	1	1	0	4.6886e-17	0
0	0	0	0	0	0	0
9	3	12	10.5	198.83	-4.3074e-18	0
2	1	3	1.6667	6	-8.2045e-18	0
0	4	4	2.5	0	1.1407e-17	0
3	4	7	4	35	1.1343e-17	0
2	1	3	1.6667	6	-2.1329e-18	0
2	2	4	1.6667	6	-2.1329e-18	0
0	1	1	1	0	-1.7286e-17	0
2	0	2	2	0	-3.2705e-17	0
0	0	0	0	0	0	0
0	3	3	2.3333	0	1.0102e-16	0
0	0	0	0	0	0	0
0	2	2	2	0	-3.5172e-17	0
1	2	3	2.3333	1	-3.1614e-17	0
2	1	3	2.3333	7	6.088e-17	0
0	2	2	2	0	-2.7619e-17	0
0	0	0	0	0	0	0
0	1	1	1	0	1.2883e-17	0
0	4	4	4	0	8.6733e-19	0
0	6	6	4	0	-5.8558e-17	0
4	2	6	4.3333	186	-1.9135e-17	0
0	0	0	0	0	0	0
2	2	4	3.5	11.833	-4.5968e-17	0
1	2	3	1	0	1.1416e-16	0
1	4	5	4.2	134.67	-2.9667e-17	0
0	1	1	1	0	-3.7784e-17	0
0	3	3	1.6667	0	0	0
0	0	0	0	0	0	0
1	2	3	3	5.1667	2.0327e-17	0
1	1	2	2	4.1667	-3.1852e-17	0
1	0	1	1	0	0	0
0	1	1	1	0	0	0
0	2	2	2	0	3.4274e-17	0
0	1	1	1	0	-1.6171e-17	0
0	1	1	1	0	-1.6171e-17	0
0	1	1	1	0	-1.5737e-17	0
0	2	2	2	0	4.4789e-17	0
1	1	2	2	1.5	0.00047593	0
1	1	2	2	1.5	0.00047593	0
0	3	3	1	0	-2.8158e-17	0
0	1	1	1	0	1.9749e-18	0
2	1	3	3	6	0.0039081	0
0	2	2	2	0	0.00011267	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	1	1	1	0	6.066e-17	0
0	0	0	0	0	0	0
1	0	1	1	0	-4.2272e-17	0
0	0	0	0	0	0	0
0	1	1	1	0	0	0
0	2	2	1	0	3.1401e-17	0
0	1	1	1	0	-2.6492e-17	0
0	1	1	1	0	-1.1719e-17	0
0	0	0	0	0	0	0
0	1	1	1	0	0	0
0	5	5	2.6	0	-7.4653e-18	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
6	0	6	6	0	3.1627e-18	0
0	1	1	1	0	1.6341e-17	0
0	1	1	1	0	5.944e-18	0
0	0	0	0	0	0	0
0	1	1	1	0	1.7208e-17	0
2	0	2	2	0	-1.379e-17	0
2	2	4	3.5	14	7.9503e-18	0
0	2	2	2	0	-1.0553e-17	0
0	0	0	0	0	0	0
0	2	2	2	0	-1.1047e-17	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	2	2	2	0	2.7673e-17	0
0	4	4	4	0	4.4863e-18	0
0	0	0	0	0	0	0
0	1	1	1	0	6.3776e-18	0
0	0	0	0	0	0	0
0	7	7	3.5714	0	2.9922e-18	0
0	1	1	1	0	-1.5293e-17	0
0	1	1	1	0	8.5833e-18	0
0	0	0	0	0	0	0
1	5	6	3.6667	2.5	-7.6328e-18	0
0	1	1	1	0	-2.954e-18	0
4	2	6	1.6667	0	1.7377e-17	0
10	0	10	8	0	-3.0668e-17	0
3	3	6	1.6667	0	2.4316e-17	0
1	1	2	2	1	-3.4851e-17	0
0	0	0	0	0	0	0
0	1	1	1	0	-1.7963e-17	0
9	1	10	9	13	6.5827e-18	0
1	0	1	1	0	2.4897e-17	0
7	0	7	7	0	4.4822e-17	0
5	1	6	4.6667	6	-6.9931e-17	0
0	2	2	1	0	-3.0024e-17	0
2	1	3	2.3333	2	-3.3544e-17	0
0	2	2	1	0	3.01e-17	0
1	3	4	2.5	26	2.4706e-17	0
1	1	2	1	0	2.663e-17	0
5	1	6	3	5	-2.3312e-17	0
0	0	0	0	0	0	0
5	6	11	10.273	164.67	1.2314e-17	0
1	4	5	3.4	100	3.3099e-17	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
4	2	6	4.6667	23	5.5709e-17	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	1	1	1	0	1.3956e-17	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
1	0	1	1	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
29	3	32	28.933	356	4.6076e-18	0
0	0	0	0	0	0	0
2	1	3	3	10	1.4167e-17	0
2	0	2	1	0	0	0
2	1	3	3	10	-1.2424e-17	0
18	1	19	17	72.167	-5.2898e-18	0
1	0	1	1	0	0	0
4	2	6	4.3333	28.5	3.0697e-17	0
9	4	13	11	134.33	-1.1903e-18	0
1	3	4	3	6	-5.3462e-17	0
1	2	3	1.6667	0	0	0
0	1	1	1	0	-2.4329e-17	0
1	2	3	2.3333	6	-3.2773e-17	0
2	0	2	1	0	0	0
4	7	11	7.4	56	1.869e-17	0
3	0	3	1	0	1.2062e-17	0
3	3	6	1.8	2	-2.6321e-17	0
1	2	3	3	1.5	-3.7735e-19	0
4	0	4	2.5	0	-2.371e-17	0
0	0	0	0	0	0	0
1	2	3	3	1.5	-4.2805e-18	0
0	1	1	1	0	1.8924e-17	0
4	4	8	2.6667	6	-3.617e-18	0
0	1	1	0	0	2.7009e-19	0
12	2	14	11	13.65	0.28412	0
0	0	0	0	0	0	0
1	1	2	2	0.83333	1.102e-18	0
2	4	6	4.6667	1.4429	0.19446	0
1	1	2	2	6	0.016891	0
2	3	5	4.6	1.1095	0.1387	0
2	2	4	2.5	0.43333	0.13708	0
3	1	4	1.5	0	-4.0123e-27	0
3	3	6	5.6667	11.11	0.1407	0
5	0	5	2.2	0	8.5169e-27	0
9	1	10	8.4	4.1167	0.23578	0
9	0	9	7.6667	0	0.21562	0
1	1	2	2	0.83333	1.7525e-18	0
2	1	3	3	5	0.032064	0
1	2	3	2.3333	0.43333	0.11173	0
2	2	4	2.5	0.54286	0.13616	0
2	2	4	2.5	0.43333	0.13708	0
