0	1	1	1	0	-8.6736e-18	0
0	6	6	3	0	-6.9389e-18	0
0	1	1	1	0	-7.5027e-17	0
1	0	1	1	0	8.4026e-17	0
0	0	0	0	0	0	0
1	0	1	1	0	0	0
0	2	2	2	0	-1.2143e-17	0
1	1	2	2	2	4.9006e-17	0
0	0	0	0	0	0	0
2	4	6	1.6667	0	3.4694e-18	0
1	0	1	1	0	0	0
0	1	1	1	0	0	0
1	3	4	3.5	4	-2.4788e-17	0
0	2	2	1	0	2.6021e-17	0
0	2	2	2	0	0	0
2	0	2	1	0	3.361e-17	0
0	1	1	1	0	0	0
1	0	1	1	0	3.1225e-17	0
0	1	1	1	0	0	0
0	0	0	0	0	0	0
9	3	12	10.5	61.333	6.7654e-17	0
2	1	3	1.6667	2	3.7188e-17	0
0	4	4	2.5	0	-6.9389e-18	0
3	4	7	4	15	1.3878e-17	0
2	1	3	1.6667	2	3.708e-17	0
2	2	4	1.6667	2	3.708e-17	0
0	1	1	1	0	5.2069e-17	0
2	0	2	2	0	1.7015e-17	0
0	0	0	0	0	0	0
0	3	3	2.3333	0	-5.8113e-17	0
0	0	0	0	0	0	0
0	2	2	2	0	5.8005e-17	0
1	2	3	2.3333	1	-6.245e-17	0
2	0	2	2	0	-7.6762e-17	0
0	2	2	2	0	9.9747e-18	0
0	0	0	0	0	0	0
0	1	1	1	0	-1.9949e-17	0
0	2	2	2	0	-1.1709e-17	0
0	6	6	4	0	1.03e-16	0
4	2	6	4.3333	29	2.7322e-17	0
0	0	0	0	0	0	0
2	2	4	3.5	3.3333	-7.8063e-18	0
1	2	3	1	0	5.009e-17	0
1	1	2	1	0	-1.7347e-18	0
0	0	0	0	0	0	0
0	3	3	1.6667	0	0	0
0	0	0	0	0	0	0
0	1	1	1	0	4.1869e-26	0
0	1	1	1	0	4.1869e-26	0
1	0	1	1	0	0	0
0	1	1	1	0	0	0
0	1	1	1	0	4.1869e-26	0
0	1	1	1	0	4.1869e-26	0
0	1	1	1	0	4.1869e-26	0
0	1	1	1	0	4.1869e-26	0
0	2	2	2	0	1.543e-26	0
1	1	2	2	1.5	-0.00047593	0
1	1	2	2	1.5	-0.00047593	0
0	1	1	1	0	1.5244e-26	0
0	0	0	0	0	0	0
2	1	3	3	6	-0.0039081	0
0	2	2	2	0	-0.00011267	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	1	1	1	0	0	0
0	0	0	0	0	0	0
1	0	1	1	0	1.75e-27	0
0	0	0	0	0	0	0
0	1	1	1	0	0	0
0	1	1	1	0	0	0
0	1	1	1	0	5.0902e-29	0
0	1	1	1	0	0	0
0	0	0	0	0	0	0
0	1	1	1	0	0	0
0	3	3	1.6667	0	7.2641e-25	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
6	0	6	6	0	2.2768e-17	0
0	0	0	0	0	0	0
0	1	1	1	0	-1.3444e-17	0
0	0	0	0	0	0	0
0	1	1	1	0	0	0
2	0	2	2	0	0	0
2	0	2	2	0	0	0
0	1	1	1	0	0	0
0	0	0	0	0	0	0
0	2	2	2	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
0	4	4	4	0	7.1324e-18	0
0	0	0	0	0	0	0
0	1	1	1	0	-1.0625e-17	0
0	0	0	0	0	0	0
0	7	7	3.5714	0	1.119e-21	0
0	1	1	1	0	0	0
0	1	1	1	0	0	0
0	0	0	0	0	0	0
0	2	2	2	0	4.9094e-27	0
0	1	1	1	0	-6.3968e-17	0
4	2	6	1.6667	0	3.4694e-18	0
10	0	10	8	0	6.9389e-18	0
3	3	6	1.6667	0	-6.9389e-18	0
1	0	1	1	0	0	0
0	0	0	0	0	0	0
0	1	1	1	0	1.8431e-17	0
9	1	10	9	13	2.8569e-17	0
1	0	1	1	0	-6.5052e-19	0
7	0	7	7	0	-1.2577e-17	0
5	1	6	4.6667	6	-1.301e-18	0
0	2	2	1	0	-5.2475e-17	0
2	1	3	2.3333	2	-5.8547e-17	0
0	2	2	1	0	3.7513e-17	0
1	3	4	2.5	3	1.301e-18	0
1	1	2	1	0	3.8381e-17	0
5	1	6	3	5	2.0817e-17	0
0	0	0	0	0	0	0
1	3	4	3.5	7	3.2743e-17	0
1	4	5	3.4	8	3.1225e-17	0
0	0	0	0	0	0	0
0	0	0	0	0	0	0
